"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ZAF","South Africa","IRS","Short-term interest rate","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,5.63388167388167,,
"ZAF","South Africa","IRS","Short-term interest rate","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,6.30333014354067,,
"ZAF","South Africa","IRS","Short-term interest rate","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,6.71395598845599,,
"ZAF","South Africa","IRS","Short-term interest rate","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,7.21395598845599,,
"ZAF","South Africa","IRS","Short-term interest rate","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,7.21395598845599,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,7.31001674641148,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,7.28447026657553,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,8.16837715665976,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,8.11551233155352,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,8.53010606060606,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,8.30208771929825,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,8.21299516908212,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,7.93022463768116,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,7.58764790764791,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,8.0741081871345,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,8.30205003450656,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,8.67279942279942,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,9.37313492063492,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,9.13963492063492,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,8.67912698412698,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,8.87546555783398,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,8.71121572871573,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,8.83434598081657,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,9.1277417027417,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,9.5427033492823,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,8.773,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,8.86798701298701,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,9.29968102073365,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,9.56963768115942,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,9.26495454545455,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,9.06389891395154,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,8.90158847481021,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,9.05985725182522,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,9.60127575757576,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,10.4215756056809,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,10.2224772256729,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,10.0476406926407,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,9.7679090909091,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,9.79076023391815,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,9.60518037518038,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,9.99507936507936,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,9.85928787878787,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,10.4565873015873,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,11.1988383838384,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,11.4312352851827,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,11.0709826839827,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,11.2,,
"ZAF","South Africa","IRL","Long-term interest rate on government bonds","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,11.2,,
